parameter_id,IMPC_CBC_006_001
mouse_life_stage,E18.5
analysis_id,mw8fcwx4twqpzg2
parameter_name,Total protein
mouse_strain,C57BL
gene_accession_id,MGI:1914309
pvalue,0.4940525
gene_symbol,Ola1
