gene_symbol,Nanp
mouse_strain,C57BL
parameter_name,Sodium
pvalue,0.2959617
mouse_life_stage,E18.5
gene_accession_id,MGI:1914561
analysis_id,fq6on2du80g496t
parameter_id,IMPC_CBC_001_001
