parameter_name,Red blood cell count
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_016_001_002
analysis_id,371isu3z0289seb
pvalue,0.5169877
gene_symbol,Hrnr
gene_accession_id,MGI:3046938
