parameter_id,HRWLLA_OFD_017_001
pvalue,0.9857963
mouse_strain,C57BL
parameter_name,Center average speed
analysis_id,7ltxu48o0e6q3pw
mouse_life_stage,Early adult
gene_symbol,Eprs1
gene_accession_id,MGI:97838
