gene_symbol,Dnajc8
mouse_life_stage,Early adult
parameter_id,ESLIM_014_001_008
analysis_id,04gotyujvkhf1w5
pvalue,0.1520875
gene_accession_id,MGI:1915848
parameter_name,Cornea vascularisation
mouse_strain,C57BL
