mouse_strain,129SV
pvalue,0.4180939
gene_accession_id,MGI:2385884
analysis_id,0x4cp46y948751w
gene_symbol,Ddx27
parameter_id,IMPC_ABR_004_001
mouse_life_stage,Early adult
parameter_name,6kHz-evoked ABR Threshold
