gene_symbol,Ahcy
gene_accession_id,MGI:87968
analysis_id,4wa6pduo62ja284
mouse_life_stage,E12.5
pvalue,0.3542467
parameter_id,IMPC_ECH_018_001
mouse_strain,C57BL
parameter_name,Respiration Rate
