gene_symbol,Dcaf10
analysis_id,csloz1pn5r4x1ru
mouse_strain,C57BL
pvalue,0.4458467
parameter_id,ESLIM_007_001_015
parameter_name,Number of centre entries
gene_accession_id,MGI:2140179
mouse_life_stage,Early adult
