gene_symbol,Bcs1l
mouse_life_stage,Early adult
parameter_id,MGP_PBI_033_001
analysis_id,2bwzy49y2854515
parameter_name,CD8+ KLRG1+ alpha beta T cell number
pvalue,0.9804475
gene_accession_id,MGI:1914071
mouse_strain,C57BL
