parameter_id,JAXLA_CSD_039_001
parameter_name,Limb grasp
mouse_life_stage,Late adult
gene_accession_id,MGI:2441730
pvalue,0.811123
gene_symbol,Tbl1xr1
analysis_id,a96rk111xj571lt
mouse_strain,C57BL
