gene_symbol,Eprs1
mouse_strain,C57BL
pvalue,0.6508508
analysis_id,g4a4n4x4cxqx1h4
gene_accession_id,MGI:97838
parameter_name,Center distance travelled
parameter_id,JAX_OFD_014_001
mouse_life_stage,E9.5
