gene_symbol,Nucks1
parameter_name,KLRG1+ NK cells - % of NK cells
analysis_id,4l4ii6m4z45c19i
mouse_life_stage,Late adult
mouse_strain,C56BL
gene_accession_id,MGI:1934811
parameter_id,MGP_IMM_036_001
pvalue,0.4852634
