gene_symbol,Arpc2
parameter_name,KLRG1+ Treg cells - % of CD45+
mouse_life_stage,Early adult
pvalue,1.221452
parameter_id,MGP_IMM_079_001
mouse_strain,129SV
gene_accession_id,MGI:1923959
analysis_id,aio8342n362sz6u
