gene_symbol,Snap23
gene_accession_id,MGI:109356
mouse_life_stage,Late adult
parameter_name,Periphery distance travelled
mouse_strain,C57BL
analysis_id,ig716ys2h3f3u22
pvalue,0.5916936
parameter_id,ESLIM_007_001_006
