gene_symbol,Zyg11b
parameter_id,MGP_CSD_067_001
analysis_id,7241bw8kpg37u81
mouse_life_stage,E18.5
parameter_name,Snout size
mouse_strain,C57BL
pvalue,0.4361412
gene_accession_id,MGI:2685277
