parameter_name,Distance travelled - total
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,o6p074463xl6xs1
parameter_id,IMPC_OFD_020_001
gene_symbol,Dnajc5b
gene_accession_id,MGI:1913576
pvalue,0.5463621
