gene_symbol,Wars2
parameter_name,Lean/Body weight
pvalue,0.2826008
mouse_life_stage,E12.5
analysis_id,657r3q541n0p3m5
mouse_strain,C57BL
gene_accession_id,MGI:1917810
parameter_id,ESLIM_005_001_702
