gene_symbol,Zfp683
parameter_id,IMPC_OFD_017_001
mouse_life_stage,Early adult
pvalue,0.166131
mouse_strain,C57BL
parameter_name,Center average speed
gene_accession_id,MGI:3650254
analysis_id,2qe48f649yq5hic
