gene_symbol,Galk2
mouse_strain,C57BL
analysis_id,202jbj1i785s0m5
parameter_name,Basophil differential count
pvalue,0.9000561
gene_accession_id,MGI:1917226
parameter_id,IMPC_HEM_038_001
mouse_life_stage,Early adult
