gene_symbol,Cdin1
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_name,Bone Mineral Density (excluding skull)
analysis_id,0ts0030f0l78b99
pvalue,0.9591346
gene_accession_id,MGI:3026886
parameter_id,M-G-P_005_001_004
