gene_symbol,Sfpq
parameter_id,HMGULA_DYS_024_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1918764
parameter_name,Vibrissae - appearance
pvalue,0.2523712
analysis_id,3a7m8892kml3lq3
mouse_strain,C57BL
