gene_symbol,AU040320
pvalue,0.1613705
analysis_id,9u7h9skibddgp5r
parameter_name,UIBC (unsaturated iron binding capacity)
parameter_id,IMPC_CBC_024_001
gene_accession_id,MGI:2140475
mouse_strain,C57BL
mouse_life_stage,Early adult
