parameter_id,IMPC_CSD_079_001
gene_accession_id,MGI:109356
gene_symbol,Snap23
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,ycyc811z2na5dj6
pvalue,0.8815934
parameter_name,Aggression
