parameter_id,MGP_PBI_012_001
analysis_id,rk4395759pfjcyq
parameter_name,CD4+ KLRG1+ alpha beta T cell percentage
gene_accession_id,MGI:2446186
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.8252914
gene_symbol,Lpgat1
