mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Vocalization
gene_symbol,Cntfr
gene_accession_id,MGI:99605
parameter_id,IMPC_CSD_078_001
analysis_id,140t24998i78gzd
pvalue,0.91415
