gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
pvalue,0.8670939
mouse_strain,129SV
parameter_name,Snout morphology
analysis_id,1951il62qly0032
parameter_id,MGP_CSD_066_001
mouse_life_stage,Early adult
