gene_symbol,Extl1
mouse_strain,C57BL
gene_accession_id,MGI:1888742
parameter_id,IMPC_IMM_050_001
mouse_life_stage,Early adult
analysis_id,44260c96472hna8
pvalue,0.2892823
parameter_name,Neutrophils
