parameter_id,HMGULA_CBC_010_001
analysis_id,9m94s8qsua7bg7v
gene_symbol,Lpgat1
parameter_name,Phosphorus
gene_accession_id,MGI:2446186
pvalue,0.2887225
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
