parameter_name,Startle response
parameter_id,HMGULA_SHI_009_001
pvalue,0.7012153
gene_accession_id,MGI:88380
analysis_id,618odzku9xz2v3v
gene_symbol,F2
mouse_life_stage,Early adult
mouse_strain,C57BL
