parameter_id,HRWLLA_OFD_011_001
gene_accession_id,MGI:109356
mouse_strain,C57BL
analysis_id,787liu98d0001k1
pvalue,0.8318438
gene_symbol,Snap23
mouse_life_stage,Middle aged adult
parameter_name,Periphery resting time
