gene_symbol,Bcs1l
mouse_life_stage,Early adult
parameter_id,JAX_OFD_016_001
mouse_strain,C57BL
analysis_id,r12jj8t98x98io3
gene_accession_id,MGI:1914071
pvalue,0.9455688
parameter_name,Center permanence time
