gene_symbol,Mms22l
pvalue,0.6771699
parameter_name,Periphery average speed
parameter_id,ESLIM_007_001_009
analysis_id,s63jdnll15438gx
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
mouse_strain,129SV
