pvalue,0.1423474
parameter_name,Caudal processes
parameter_id,IMPC_XRY_067_001
analysis_id,1os14da89oa8g26
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:107414
gene_symbol,Tnfsf10
