gene_symbol,Kif24
mouse_life_stage,Early adult
pvalue,0.7866401
parameter_name,Neural tube closure
analysis_id,o211w1hiuo1d8o6
gene_accession_id,MGI:1918345
parameter_id,IMPC_GEL_027_001
mouse_strain,C57BL
