gene_symbol,Col6a3
parameter_name,Average duration
analysis_id,92k38mn3qg8elyu
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:88461
pvalue,0.1174811
parameter_id,JAX_ROT_002_001
