gene_symbol,Mecom
parameter_id,IMPC_HEM_039_001
parameter_name,Large Unstained Cell (LUC) count
analysis_id,5loy776w08u7qx3
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_accession_id,MGI:95457
pvalue,0.3620902
