gene_symbol,Slc39a10
parameter_name,B cell number
gene_accession_id,MGI:1914515
analysis_id,8z92lfspr63zc5y
mouse_strain,C57BL
parameter_id,MGP_PBI_034_001
mouse_life_stage,Early adult
pvalue,0.7643487
