mouse_life_stage,Early adult
parameter_name,Embryo Size
pvalue,0.2282469
mouse_strain,C57BL
analysis_id,37lcre9v2449tbt
gene_symbol,Snap23
parameter_id,IMPC_GEP_022_001
gene_accession_id,MGI:109356
