gene_symbol,Dmap1
mouse_life_stage,E9.5
parameter_id,IMPC_IMM_004_002
gene_accession_id,MGI:1913483
mouse_strain,C57BL
pvalue,0.0987565
analysis_id,5s33wd0h25ts0x9
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
