parameter_id,JAX_OFD_016_001
parameter_name,Center permanence time
gene_symbol,Trpa1
gene_accession_id,MGI:3522699
pvalue,0.6771884
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,6hh7zy7wj4d7p2r
