gene_symbol,AU040320
mouse_life_stage,Early adult
gene_accession_id,MGI:2140475
parameter_id,M-G-P_008_001_013
pvalue,0.5698413
analysis_id,4ril3030jj87121
mouse_strain,C57BL
parameter_name,Startle Response
