parameter_name,Center average speed
analysis_id,987s9e784ho35k8
gene_symbol,Nanp
gene_accession_id,MGI:1914561
parameter_id,IMPC_OFD_017_001
mouse_life_stage,Early adult
pvalue,0.9589954
mouse_strain,C57BL
