gene_symbol,Jun
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI4
analysis_id,zzp8ih0xs41pujb
parameter_id,IMPC_ACS_036_001
pvalue,0.3663921
gene_accession_id,MGI:96646
mouse_life_stage,E9.5
