parameter_name,Whole arena resting time
parameter_id,IMPC_OFD_007_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Cisd2
analysis_id,p89o936qz0wj8fd
pvalue,0.9313288
gene_accession_id,MGI:1914256
