parameter_id,MGP_IMM_076_001
analysis_id,316177pjsw96w3x
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_name,Total Treg cells - % of CD45+
gene_accession_id,MGI:97838
pvalue,0.2577906
gene_symbol,Eprs1
