gene_symbol,Dnaaf9
mouse_strain,C57BL
parameter_name,Eosinophils
parameter_id,IMPC_IMM_052_001
pvalue,0.9416929
analysis_id,91jv946tviji624
mouse_life_stage,Early adult
gene_accession_id,MGI:1923029
