parameter_id,HMGULA_CBC_009_001
gene_symbol,Trp53i11
mouse_strain,C57BL
analysis_id,fiqhr750488m284
pvalue,0.3974765
mouse_life_stage,Early adult
parameter_name,Calcium
gene_accession_id,MGI:2670995
