gene_symbol,Cds2
parameter_id,HRWLLA_DXA_007_001
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.2517552
analysis_id,yh242la7802zzk0
parameter_name,BMC/Body weight
gene_accession_id,MGI:1332236
