mouse_life_stage,Early adult
parameter_id,MGP_BMI_013_001
gene_symbol,Tox
analysis_id,49723e54z10gvwm
gene_accession_id,MGI:2181659
parameter_name,Immature B cells (Hardy fraction E) - % of CD45+
mouse_strain,C57BL
pvalue,0.07592713
