mouse_life_stage,Early adult
gene_accession_id,MGI:108072
parameter_id,MGP_PBI_030_001
pvalue,0.8911051
mouse_strain,C57BL
gene_symbol,Traf6
analysis_id,bbu62h32i93fb50
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
