gene_symbol,Arpc2
gene_accession_id,MGI:1923959
analysis_id,l3kqun966923u6u
mouse_strain,C57BL
pvalue,0.4264339
parameter_id,ESLIM_014_001_008
parameter_name,Cornea vascularisation
mouse_life_stage,Early adult
