mouse_life_stage,Late adult
pvalue,0.2483633
gene_symbol,Snap23
parameter_id,MGP_CSD_066_001
mouse_strain,C57BL
parameter_name,Snout morphology
analysis_id,95524126y33i09i
gene_accession_id,MGI:109356
