parameter_id,MGP_MLN_074_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1339969
parameter_name,Effector CD8+ T cells - % of CD45+
mouse_strain,C57BL
analysis_id,bh3if71h14y167b
gene_symbol,Gja10
pvalue,0.9017077
