parameter_name,12kHz-evoked ABR Threshold
pvalue,0.7011928
gene_symbol,Rufy4
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,3254m4kr1y0764t
gene_accession_id,MGI:3588214
parameter_id,IMPC_ABR_006_001
