gene_symbol,Secisbp2l
parameter_id,M-G-P_016_001_006
mouse_life_stage,Late adult
parameter_name,Mean-corpuscular-haemoglobin
mouse_strain,C57BL
pvalue,0.1921713
analysis_id,uzin79a38e61063
gene_accession_id,MGI:1917604
