parameter_name,Distance travelled - total
parameter_id,HRWLLA_OFD_020_001
pvalue,0.4314817
analysis_id,3394i7k7hz7852u
mouse_strain,C57BL
gene_symbol,Maco1
mouse_life_stage,Early adult
gene_accession_id,MGI:1913396
