parameter_name,Whole arena average speed
pvalue,0.8537894
analysis_id,s00166h5q6b4h5t
parameter_id,ESLIM_007_001_005
gene_symbol,Eprs1
gene_accession_id,MGI:97838
mouse_strain,C57BL
mouse_life_stage,E12.5
