parameter_id,IMPC_DXA_008_001
analysis_id,id6qi04jz4uzb6m
mouse_strain,C57BL
pvalue,0.1263437
mouse_life_stage,E12.5
gene_symbol,Eprs1
parameter_name,Lean/Body weight
gene_accession_id,MGI:97838
