parameter_id,UCD_OWT_003_001
gene_symbol,Tiprl
gene_accession_id,MGI:1915087
parameter_name,Spleen weight
analysis_id,323uqwqef294169
mouse_life_stage,E9.5
pvalue,0.2659877
mouse_strain,C57BL
