gene_symbol,Trim46
parameter_id,JAX_LDT_008_001
pvalue,1.055336e-05
gene_accession_id,MGI:2673000
mouse_life_stage,Early adult
analysis_id,7d9226713tgit76
parameter_name,Percent time in dark
mouse_strain,C57BL
