parameter_name,Startle response
gene_symbol,Snap23
pvalue,0.05341531
gene_accession_id,MGI:109356
mouse_strain,C57BL
analysis_id,499ue51fjfnio6v
parameter_id,MGP_CSD_008_001
mouse_life_stage,Early adult
