gene_symbol,Hpca
parameter_id,IMPC_HEM_030_001
mouse_strain,C57BL
analysis_id,06h78im6728y091
pvalue,0.6049479
mouse_life_stage,Early adult
gene_accession_id,MGI:1336200
parameter_name,Neutrophil cell count
