gene_accession_id,MGI:1915062
gene_symbol,Ubxn4
analysis_id,04h224z96511voo
mouse_life_stage,Late adult
parameter_name,Mean left eye lens density
pvalue,0.7479948
mouse_strain,C57BL
parameter_id,IMPC_EYE_056_001
