parameter_id,M-G-P_014_001_009
analysis_id,6o07w4060n84s5n
pvalue,0.7051753
parameter_name,lens
gene_symbol,Tbl1xr1
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2441730
